学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩,学习投入度,成绩稳定性,综合能力
倪博,会计学,1,男,95,65,97,1,1,0,66.67,83,80,79.78,83,82.03,76.82,17.93,81.71
谢佳,英语,3,男,94,66,68,1,1,1,100.0,94,93,89.55,88,88.46,90.85,15.62,88.62
王建军,计算机科学与技术,2,男,100,60,96,1,1,1,100.0,83,84,87.35,66,72.40,90.65,22.03,74.54
马彬,电子信息工程,4,女,78,71,73,0,1,1,66.67,78,77,74.28,65,67.78,72.12,3.61,68.71
穆梅,电子信息工程,1,男,75,72,97,1,0,1,66.67,84,95,82.48,67,71.64,77.92,13.65,73.19
刘琴,计算机科学与技术,1,男,71,82,85,1,1,1,100.0,74,94,85.8,67,72.64,89,7.37,74.52
万秀英,计算机科学与技术,4,女,97,74,76,1,0,1,66.67,92,87,82.78,97,92.73,78.22,12.74,91.31
赵东,金融学,3,男,83,73,71,1,1,1,100.0,83,71,81.2,93,89.46,85.80,6.43,88.28
文兵,金融学,1,男,74,92,67,1,0,1,66.67,97,75,79.63,98,92.49,75.77,12.90,90.65
张婷婷,金融学,4,男,66,94,100,1,1,1,100.0,80,97,90.25,61,69.77,92.55,18.15,72.70
吕宁,英语,2,男,93,99,76,1,1,1,100.0,96,80,90.8,62,70.64,93.20,11.93,73.52
赵桂香,会计学,4,男,94,92,69,1,1,1,100.0,81,75,84.5,67,72.25,88.90,13.89,74
李艳,计算机科学与技术,4,女,97,93,71,1,1,1,100.0,74,74,83.1,80,80.93,88.30,14,81.24
郭桂芝,电子信息工程,4,男,75,84,73,0,1,1,66.67,75,76,74.28,89,84.58,72.52,5.86,83.11
秦涛,英语,4,女,75,77,70,1,1,1,100.0,75,100,85.95,67,72.68,88.45,3.61,74.58
韦斌,计算机科学与技术,3,女,84,65,81,1,0,1,66.67,95,83,80.83,78,78.85,76.37,10.21,79.13
赵凤英,电子信息工程,2,女,84,69,80,1,1,1,100.0,89,86,87.05,70,75.11,89.55,7.77,76.82
张梅,英语,4,女,67,65,67,1,0,1,66.67,94,75,75.48,92,87.04,71.92,1.15,85.39
任建华,电子信息工程,4,女,67,94,72,1,1,1,100.0,71,99,85.8,80,81.74,88.80,14.36,82.32
骆健,会计学,2,女,75,94,74,1,1,1,100.0,92,73,85.55,72,76.06,89.05,11.27,77.42
任华,金融学,2,女,74,82,85,1,1,0,66.67,74,90,78.43,84,82.33,75.37,5.69,81.77
吴桂英,计算机科学与技术,1,女,74,86,68,0,1,0,33.33,78,89,71.22,92,85.77,61.18,9.17,83.69
简岩,金融学,4,男,93,96,93,1,1,1,100.0,97,88,94.45,73,79.44,95.95,1.73,81.58
王凤兰,英语,1,女,72,85,95,0,1,1,66.67,86,75,78.78,96,90.83,76.02,11.53,89.11
朱辉,会计学,3,男,79,78,68,1,1,1,100.0,96,85,87.75,100,96.32,89.65,6.08,95.10
王浩,电子信息工程,4,女,62,81,91,1,0,1,66.67,97,84,81.98,65,70.09,77.22,14.73,71.79
徐玲,会计学,4,女,100,82,60,1,1,1,100.0,79,83,84.7,90,88.41,88.50,20.03,87.88
黎彬,会计学,2,男,61,100,76,1,0,1,66.67,79,93,80.03,92,88.41,76.17,19.67,87.21
覃岩,计算机科学与技术,3,女,62,74,82,1,1,1,100.0,89,78,83.55,98,93.66,86.85,10.07,92.22
谭强,金融学,2,女,69,60,74,1,1,1,100.0,95,70,81.55,90,87.46,85.05,7.09,86.62
陶萍,金融学,2,男,87,70,61,1,1,1,100.0,87,75,82.3,68,72.29,86.10,13.20,73.72
张淑华,计算机科学与技术,1,女,64,88,81,1,1,1,100.0,71,87,82.8,62,68.24,87,12.34,70.32
任霞,电子信息工程,3,男,66,73,79,1,1,1,100.0,94,93,88.55,87,87.46,89.85,6.51,87.62
郑柳,会计学,3,男,87,75,94,1,0,1,66.67,90,99,86.18,90,88.85,80.62,9.61,88.47
曾龙,金融学,3,女,96,82,77,1,1,1,100.0,70,78,82.5,95,91.25,87.70,9.85,90
张春梅,英语,2,女,62,88,93,0,1,0,33.33,70,87,70.22,64,65.87,61.18,16.64,66.49
刘琴,电子信息工程,2,男,93,79,67,0,1,1,66.67,81,81,77.73,80,79.32,74.87,13.01,79.09
武莹,会计学,2,女,62,87,65,1,0,1,66.67,77,75,72.73,65,67.32,70.87,13.65,68.09
杨海燕,金融学,1,女,72,94,68,0,1,1,66.67,78,74,74.73,63,66.52,72.87,14,67.69
黄红,英语,2,女,80,100,100,1,1,1,100.0,99,85,94.0,89,90.50,95.60,11.55,91
李柳,金融学,2,女,90,82,77,1,1,1,100.0,97,87,90.9,98,95.87,92.50,6.56,95.16
李桂花,会计学,1,女,72,82,68,1,1,1,100.0,87,76,82.95,64,69.68,86.65,7.21,71.58
黄玉梅,金融学,1,男,93,62,92,1,1,1,100.0,96,81,88.95,66,72.88,91.25,17.62,75.18
侯秀荣,计算机科学与技术,3,女,70,65,70,1,1,1,100.0,82,87,82.75,99,94.12,85.85,2.89,92.50
芦宁,电子信息工程,1,女,84,83,72,1,1,1,100.0,96,91,90.65,60,69.19,91.95,6.66,72.26
王洁,计算机科学与技术,4,女,71,64,90,0,0,1,33.33,75,75,66.67,85,79.50,58.33,13.45,77.67
郭欢,计算机科学与技术,3,女,91,93,64,1,1,1,100.0,74,88,85.3,96,92.79,89.10,16.20,91.72
杨志强,金融学,2,男,74,88,82,1,0,1,66.67,97,87,83.73,68,72.72,78.67,7.02,74.29
董平,会计学,2,男,81,69,86,1,1,1,100.0,87,77,84.6,84,84.18,88.20,8.74,84.24
张凤英,电子信息工程,2,女,98,85,93,1,1,1,100.0,97,88,93.85,86,88.35,95.35,6.56,89.14
凌彬,电子信息工程,2,女,78,69,98,1,1,1,100.0,71,98,86.75,71,75.72,89.85,14.84,77.30
张杰,电子信息工程,4,女,96,72,79,1,1,1,100.0,84,82,86.2,99,95.16,89.60,12.34,93.88
王柳,电子信息工程,1,女,87,67,63,1,1,0,66.67,99,82,80.28,87,84.98,75.52,12.86,84.31
杨凤英,计算机科学与技术,4,男,96,99,75,1,1,1,100.0,90,77,88.75,83,84.72,92.05,13.08,85.30
聂晶,金融学,2,女,92,71,86,1,1,0,66.67,78,89,79.98,98,92.59,76.62,10.82,90.79
李旭,计算机科学与技术,1,男,83,73,77,1,1,1,100.0,88,80,85.3,73,76.69,88.50,5.03,77.92
萧杰,英语,3,男,73,89,77,1,1,1,100.0,73,78,81.65,60,66.50,86.55,8.33,68.66
徐坤,计算机科学与技术,3,男,88,99,67,1,1,1,100.0,90,85,89.15,98,95.34,91.65,16.26,94.46
杜秀荣,英语,2,男,63,68,72,1,1,1,100.0,86,92,84.8,84,84.24,87,4.51,84.32
程超,电子信息工程,4,女,89,61,91,1,1,1,100.0,96,82,88.6,82,83.98,90.80,16.77,84.64
刘丽华,电子信息工程,4,女,66,98,84,0,1,0,33.33,90,93,77.22,65,68.67,65.58,16.04,69.89
丁佳,电子信息工程,4,男,94,70,99,1,1,1,100.0,99,95,94.8,82,85.84,95.40,15.50,87.12
冯志强,计算机科学与技术,2,男,84,81,95,1,1,1,100.0,96,77,89.25,78,81.38,91.95,7.37,82.50
马凯,电子信息工程,3,男,99,67,65,0,1,1,66.67,85,93,80.93,93,89.38,76.47,19.08,88.17
韩柳,会计学,1,女,60,66,75,1,1,1,100.0,76,79,78.85,69,71.96,83.35,7.55,72.94
康桂花,电子信息工程,1,男,79,100,91,1,1,0,66.67,84,96,85.33,67,72.50,80.67,10.54,74.33
董萍,电子信息工程,2,男,79,71,92,1,1,1,100.0,83,97,89.2,66,72.96,91.20,10.60,75.28
黄畅,电子信息工程,2,男,68,100,83,1,1,1,100.0,86,72,84.6,94,91.18,88.80,16.01,90.24
赵桂芳,金融学,3,男,68,64,66,1,1,0,66.67,79,97,77.13,96,90.34,72.87,2,88.45
刘晶,金融学,2,男,63,88,60,0,1,1,66.67,93,74,76.18,86,83.05,72.82,15.37,82.07
宋峰,英语,2,女,95,63,100,1,1,1,100.0,85,82,87.55,65,71.76,90.85,20.07,74.02
张帅,计算机科学与技术,1,男,76,84,88,1,1,1,100.0,83,96,89.55,90,89.86,91.65,6.11,89.82
张柳,会计学,2,男,98,67,67,0,0,1,33.33,95,97,77.87,79,78.66,65.33,17.90,78.55
黎建平,会计学,3,女,75,74,99,1,1,1,100.0,87,70,84.05,90,88.21,88.35,14.15,87.62
尤晨,英语,1,男,70,94,95,0,0,1,33.33,87,96,78.32,71,73.20,66.68,14.15,73.93
韩平,英语,4,男,93,81,88,1,1,0,66.67,83,96,84.28,69,73.58,79.72,6.03,75.11
萧倩,电子信息工程,2,女,67,61,74,1,0,1,66.67,82,85,75.28,84,81.38,71.92,6.51,80.51
谭建军,英语,2,女,62,95,66,1,1,1,100.0,95,79,85.8,90,88.74,88.40,18.01,88.32
梁洁,计算机科学与技术,4,男,99,100,97,1,1,1,100.0,72,81,87.85,72,76.76,92.55,1.53,78.34
谢磊,计算机科学与技术,4,女,62,86,69,1,1,1,100.0,73,71,77.7,94,89.11,83.30,12.34,87.48
翟淑珍,英语,1,男,87,68,91,1,1,1,100.0,76,96,87.6,94,92.08,90.40,12.29,91.44
滕鑫,会计学,2,男,90,68,77,0,1,1,66.67,81,74,75.58,60,64.67,73.42,11.06,66.23
熊斌,电子信息工程,4,女,92,73,93,1,0,1,66.67,92,73,80.38,99,93.41,77.22,11.27,91.55
姚坤,英语,1,女,81,79,77,1,1,1,100.0,98,97,92.45,97,95.64,92.95,2,95.18
武桂花,英语,4,男,70,88,70,1,1,1,100.0,80,83,83.55,80,81.06,87.25,10.39,81.42
张莉,计算机科学与技术,2,男,70,61,92,0,1,1,66.67,78,82,75.63,64,67.49,72.97,15.95,68.65
史龙,会计学,2,男,92,62,98,1,1,1,100.0,80,84,86.2,74,77.66,89.80,19.29,78.88
蔡璐,金融学,4,女,67,80,62,1,1,1,100.0,84,84,82.9,70,73.87,86.10,9.29,75.16
张霞,会计学,2,男,87,75,96,1,1,1,100.0,95,83,90.3,100,97.09,92.50,10.54,96.12
秦瑞,计算机科学与技术,2,男,71,65,77,0,1,1,66.67,81,95,78.63,84,82.39,74.37,6,81.85
曹凤英,电子信息工程,2,女,94,83,84,1,1,0,66.67,98,73,82.18,63,68.75,78.42,6.08,70.67
唐英,英语,2,女,96,87,93,1,1,1,100.0,99,92,95.35,70,77.60,96.25,4.58,80.14
李楠,计算机科学与技术,2,男,77,100,89,1,1,1,100.0,99,77,90.6,60,69.18,93,11.50,72.24
田秀芳,电子信息工程,2,男,81,65,70,1,1,1,100.0,97,83,86.6,98,94.58,88.60,8.19,93.44
杨强,英语,1,女,66,85,74,1,1,1,100.0,71,73,78.5,97,91.45,84.10,9.54,89.60
张亮,计算机科学与技术,2,女,65,66,97,1,1,1,100.0,74,89,83.55,92,89.46,87.25,18.19,88.62
艾帅,英语,3,男,99,100,92,1,1,1,100.0,96,94,96.6,71,78.68,97.60,4.36,81.24
傅梅,电子信息工程,4,女,98,62,97,1,1,1,100.0,99,78,89.95,72,77.38,92.25,20.50,79.18
苏志强,金融学,3,男,68,86,95,1,1,1,100.0,80,74,83.4,85,84.52,88,13.75,84.36
左荣,金融学,1,男,67,90,94,1,0,1,66.67,76,91,80.18,92,88.45,76.82,14.57,87.27
谢凤兰,英语,3,男,60,62,84,1,1,1,100.0,85,97,86.1,86,86.03,87.90,13.32,86.04
陈颖,电子信息工程,4,女,91,86,80,0,1,1,66.67,91,80,81.78,95,91.03,78.02,5.51,89.71
梁桂珍,金融学,2,男,90,92,77,1,1,1,100.0,99,93,93.9,62,71.57,94.70,8.14,74.76
曹小红,电子信息工程,4,男,80,61,77,1,1,1,100.0,88,78,83.3,100,94.99,86.70,10.21,93.32
胡娟,英语,1,女,92,83,87,1,1,1,100.0,76,72,83.2,97,92.86,88.40,4.51,91.48
王萍,计算机科学与技术,2,男,93,100,78,1,1,1,100.0,94,98,95.1,88,90.13,95.90,11.24,90.84
刘欣,会计学,1,女,69,77,60,0,1,1,66.67,73,84,73.18,78,76.55,70.82,8.50,76.07
叶宁,电子信息工程,3,女,64,96,81,1,1,1,100.0,89,86,87.85,68,73.95,90.35,16.01,75.94
陈坤,会计学,2,女,62,67,74,1,1,1,100.0,97,90,87.05,64,70.91,88.35,6.03,73.22
戚桂芳,英语,3,男,71,80,60,1,1,1,100.0,82,82,82.1,99,93.93,85.70,10.02,92.24
范玉兰,计算机科学与技术,1,男,83,62,83,1,1,1,100.0,73,73,79.3,87,84.69,84.70,12.12,83.92
黄俊,电子信息工程,2,男,92,63,97,1,1,1,100.0,96,91,91.95,89,89.88,93.25,18.36,90.18
严桂珍,会计学,4,女,77,88,77,1,1,1,100.0,92,84,88.2,74,78.26,90.60,6.35,79.68
钱鹏,计算机科学与技术,1,女,66,62,81,1,1,1,100.0,77,95,83.9,100,95.17,86.70,10.02,93.56
邱凯,计算机科学与技术,2,女,97,78,80,1,1,1,100.0,94,87,90.75,84,86.02,92.65,10.44,86.70
刘小红,英语,3,女,71,84,65,1,1,1,100.0,85,99,88.0,78,81,89.60,9.71,82
廖彬,英语,4,女,80,95,95,1,1,1,100.0,90,97,93.75,60,70.12,95.05,8.66,73.50
陈玉,会计学,4,女,65,87,74,0,1,1,66.67,93,82,79.68,74,75.70,75.52,11.06,76.27
黄建华,电子信息工程,1,女,86,61,66,1,1,1,100.0,85,74,81.05,88,85.92,85.15,13.23,85.22
王淑珍,英语,3,女,84,98,98,1,1,1,100.0,74,95,90.25,91,90.78,93.35,8.08,90.70
唐娜,会计学,3,女,70,76,60,0,0,1,33.33,87,100,74.02,81,78.91,61.98,8.08,78.21
唐玉兰,金融学,4,女,87,64,84,1,1,1,100.0,75,75,81.0,91,88,86,12.50,87
张建,金融学,1,女,60,88,90,1,1,1,100.0,88,96,89.8,75,79.44,91.40,16.77,80.92
李健,金融学,2,女,80,73,93,1,1,1,100.0,89,95,90.6,83,85.28,92.20,10.15,86.04
邬勇,电子信息工程,4,女,61,100,80,1,1,1,100.0,78,85,84.85,80,81.46,88.55,19.50,81.94
秦婷,电子信息工程,2,女,81,64,81,1,1,1,100.0,86,87,85.85,82,83.16,88.55,9.81,83.54
陈丽丽,会计学,1,女,84,69,96,1,1,1,100.0,82,100,90.4,97,95.02,92.20,13.53,94.36
侯成,会计学,1,男,94,68,83,1,1,1,100.0,96,93,91.75,72,77.92,92.85,13.05,79.90
米英,英语,2,女,84,93,60,1,1,1,100.0,92,97,90.95,72,77.68,92.05,17.06,79.58
王宁,金融学,2,男,62,99,90,1,1,1,100.0,82,71,83.35,94,90.80,88.05,19.30,89.74
张玉珍,英语,2,女,100,61,87,1,1,1,100.0,71,71,80.3,68,71.69,86.10,19.86,72.92
李龙,金融学,2,女,98,98,64,1,1,1,100.0,94,95,93.25,69,76.27,94.35,19.63,78.70
孟淑华,计算机科学与技术,3,女,64,76,79,1,1,1,100.0,88,100,88.9,71,76.37,90.10,7.94,78.16
周宇,电子信息工程,3,女,94,93,89,1,0,0,33.33,98,70,76.27,90,85.88,66.13,2.65,84.51
解宁,计算机科学与技术,1,女,77,98,96,1,1,1,100.0,79,94,90.35,94,92.90,93.05,11.59,92.54
邹秀芳,会计学,4,女,75,62,71,1,1,1,100.0,92,97,88.05,65,71.91,89.15,6.66,74.22
李彬,电子信息工程,4,女,90,94,83,1,1,1,100.0,94,86,91.7,73,78.61,93.70,5.57,80.48
戴小红,计算机科学与技术,4,男,92,73,60,1,1,1,100.0,87,71,82.0,60,66.60,86.20,16.09,68.80
魏冬梅,英语,1,男,67,94,64,0,1,1,66.67,80,95,79.58,79,79.17,75.42,16.52,79.23
郑东,金融学,1,女,67,76,76,1,1,1,100.0,97,88,88.15,67,73.34,89.65,5.20,75.46
杨玉兰,金融学,4,女,88,97,85,1,1,1,100.0,90,100,94.5,91,92.05,95.50,6.24,92.40
毛桂芳,会计学,4,女,77,78,94,1,1,1,100.0,80,100,89.9,68,74.57,91.90,9.54,76.76
沈桂珍,金融学,3,男,78,92,83,1,1,1,100.0,78,90,87.3,76,79.39,90.50,7.09,80.52
董秀芳,电子信息工程,3,女,71,97,85,1,0,1,66.67,80,79,78.38,70,72.51,75.82,13.01,73.35
李丽丽,金融学,3,女,83,84,99,1,1,0,66.67,76,92,81.93,95,91.08,78.47,8.96,89.77
施建平,英语,4,男,72,92,76,1,0,1,66.67,87,95,82.83,72,75.25,77.97,10.58,76.33
张宇,计算机科学与技术,1,女,98,92,72,0,1,1,66.67,92,79,82.28,87,85.58,78.52,13.61,85.11
彭欢,计算机科学与技术,4,女,98,73,77,1,1,1,100.0,71,83,83.3,90,87.99,87.90,13.43,87.32
朱红梅,电子信息工程,3,男,90,92,92,1,1,1,100.0,75,73,84.4,97,93.22,89.60,1.15,91.96
田雪梅,电子信息工程,2,男,72,98,68,1,1,1,100.0,88,81,86.05,67,72.72,89.15,16.29,74.62
张淑英,计算机科学与技术,1,男,83,89,91,1,1,1,100.0,96,83,91.05,85,86.82,93.15,4.16,87.42
曾杨,计算机科学与技术,2,男,70,99,95,1,0,1,66.67,73,87,79.73,62,67.32,77.07,15.72,69.09
张峰,会计学,3,女,87,72,88,1,1,1,100.0,77,80,83.95,70,74.18,88.25,8.96,75.58
赵婷婷,会计学,2,女,72,98,100,1,1,1,100.0,98,86,93.0,87,88.80,94.60,15.62,89.40
陈丽娟,英语,2,女,82,81,61,1,1,1,100.0,76,94,84.9,94,91.27,87.90,11.85,90.36
余俊,英语,1,男,77,95,82,1,1,1,100.0,73,73,81.9,90,87.57,87.30,9.29,86.76
高鹏,英语,1,女,86,64,85,1,1,0,66.67,70,74,72.83,76,75.05,71.77,12.42,74.73
孙桂芳,金融学,1,男,98,65,71,0,0,0,0.0,92,99,71.15,65,66.84,52.05,17.58,67.46
陈强,英语,4,男,96,89,90,1,1,1,100.0,84,81,88.75,62,70.03,92.25,3.79,72.70
郝海燕,会计学,4,女,80,63,72,1,1,1,100.0,77,95,84.5,62,68.75,87.30,8.50,71
郭雷,英语,3,女,88,99,62,1,1,1,100.0,97,92,92.15,71,77.34,93.25,19,79.46
林瑞,金融学,4,男,61,89,70,1,0,1,66.67,91,72,76.08,62,66.22,73.12,14.29,67.63
王佳,英语,4,男,64,85,73,1,0,0,33.33,83,90,72.12,90,84.64,61.48,10.54,82.85
李刚,英语,1,男,69,94,91,1,1,1,100.0,99,73,88.4,93,91.62,91.20,13.65,91.16
温红,会计学,2,男,66,70,90,1,1,1,100.0,95,82,86.85,69,74.35,89.15,12.86,76.14
萧柳,英语,3,女,98,93,93,0,1,1,66.67,73,87,81.73,76,77.72,79.07,2.89,78.29
单宇,会计学,1,女,76,70,93,1,1,0,66.67,92,91,82.98,60,66.89,78.02,11.93,69.19
田萍,电子信息工程,2,男,83,66,67,1,1,1,100.0,85,95,86.6,75,78.48,88.60,9.54,79.64
孙玉珍,英语,2,男,95,65,65,1,1,1,100.0,77,99,86.5,64,70.75,88.90,17.32,73
魏龙,会计学,4,女,65,90,87,1,1,0,66.67,86,72,77.03,96,90.31,74.57,13.65,88.41
庄欢,金融学,2,女,67,99,71,1,1,1,100.0,81,96,87.95,84,85.18,90.25,17.44,85.58
李红霞,英语,2,女,100,78,82,1,1,1,100.0,93,82,89.75,82,84.32,92.25,11.72,85.10
丰燕,会计学,1,女,100,88,85,1,1,1,100.0,70,89,87.05,76,79.32,91.15,7.94,80.42
侯芳,金融学,4,男,78,94,96,1,1,1,100.0,80,78,86.3,99,95.19,90.50,9.87,93.92
刘冬梅,金融学,4,女,60,77,100,1,1,1,100.0,78,87,84.95,100,95.48,88.45,20.07,93.98
张燕,金融学,3,男,99,73,70,1,1,1,100.0,80,74,82.7,63,68.91,87.30,15.95,70.88
杨娜,英语,1,女,79,84,72,1,1,1,100.0,99,73,86.5,68,73.55,89.30,6.03,75.40
冼芳,电子信息工程,1,男,92,68,75,1,1,1,100.0,84,82,85.0,76,78.70,88.40,12.34,79.60
庄丽娟,英语,2,男,73,66,78,1,1,1,100.0,96,82,86.2,95,92.36,88.40,6.03,91.48
葛帅,英语,2,男,70,80,98,1,1,1,100.0,76,86,85.3,64,70.39,89.10,14.19,72.52
胡瑞,计算机科学与技术,1,男,69,95,100,0,1,1,66.67,94,89,85.48,68,73.24,80.52,16.64,74.99
王桂荣,会计学,1,男,97,77,93,0,1,0,33.33,76,91,75.12,99,91.84,65.08,10.58,89.45
李勇,金融学,3,男,83,67,92,0,1,1,66.67,96,90,84.03,76,78.41,78.77,12.66,79.21
傅小红,会计学,4,女,64,95,100,1,1,1,100.0,97,71,87.9,84,85.17,91.10,19.50,85.56
姚想,会计学,3,男,85,86,71,1,1,1,100.0,100,93,92.45,80,83.74,93.15,8.39,84.98
吴建平,计算机科学与技术,3,女,60,60,67,1,1,1,100.0,71,83,77.2,70,72.16,81.80,4.04,72.88
兰璐,英语,2,女,66,63,76,1,1,1,100.0,73,76,77.75,70,72.32,82.85,6.81,73.10
盛伟,金融学,2,女,95,83,60,1,1,1,100.0,71,73,79.8,79,79.24,85.40,17.79,79.32
孙桂香,金融学,4,男,75,62,89,1,1,1,100.0,74,96,85.1,71,75.23,88.10,13.50,76.64
周雪,计算机科学与技术,3,女,63,94,98,0,1,1,66.67,81,92,82.08,72,75.02,78.12,19.16,76.03
杨静,计算机科学与技术,2,女,89,60,67,1,1,1,100.0,89,71,81.6,87,85.38,85.60,15.13,84.84
夏冬梅,英语,2,男,60,71,64,1,0,0,33.33,89,98,72.92,76,75.08,60.88,5.57,74.77
范佳,电子信息工程,2,女,75,85,99,1,1,1,100.0,77,85,86.4,81,82.62,90.20,12.06,83.16
张宇,计算机科学与技术,3,女,63,92,81,1,1,1,100.0,74,96,86.1,78,80.43,89.10,14.64,81.24
蒋淑英,金融学,3,男,95,94,70,1,1,1,100.0,97,84,91.15,92,91.74,93.05,14.15,91.66
杨涛,金融学,4,男,85,97,93,1,1,1,100.0,78,81,87.25,69,74.47,91.35,6.11,76.30
傅桂芝,计算机科学与技术,2,男,90,93,92,1,1,1,100.0,84,98,93.0,74,79.70,94.80,1.53,81.60
田霞,计算机科学与技术,3,女,73,94,100,1,1,1,100.0,90,94,92.7,67,74.71,94.30,14.18,77.28
王琴,金融学,1,女,97,88,97,1,1,1,100.0,100,96,97.2,99,98.46,97.60,5.20,98.28
党秀英,计算机科学与技术,4,男,93,79,70,1,1,1,100.0,99,98,93.45,97,95.93,93.75,11.59,95.58
房兵,电子信息工程,3,男,100,60,89,1,1,1,100.0,79,82,85.15,82,82.94,89.05,20.66,83.26
王欣,计算机科学与技术,4,男,67,62,64,1,1,1,100.0,74,78,77.3,94,88.99,82.10,2.52,87.32
张秀荣,计算机科学与技术,1,女,87,86,68,1,1,1,100.0,73,81,82.6,82,82.18,87.20,10.69,82.24
周晨,电子信息工程,4,女,68,79,80,1,1,0,66.67,77,79,75.03,63,66.61,72.77,6.66,67.81
熊丹,金融学,1,女,98,83,89,1,1,1,100.0,88,75,87.75,83,84.42,91.45,7.55,84.90
吕楠,计算机科学与技术,2,男,83,85,86,1,1,1,100.0,94,82,89.4,93,91.92,91.80,1.53,91.56
赵健,电子信息工程,4,女,75,81,65,1,1,1,100.0,74,83,81.35,86,84.60,85.65,8.08,84.14
黄鑫,电子信息工程,1,女,76,70,69,1,1,1,100.0,99,85,87.5,74,78.05,89.10,3.79,79.40
龚浩,会计学,3,女,91,83,77,0,1,0,33.33,96,88,77.77,71,73.03,66.03,7.02,73.71
杨辉,英语,1,男,67,82,71,1,1,1,100.0,70,96,83.5,61,67.75,86.90,7.77,70
李磊,计算机科学与技术,1,男,83,60,89,1,1,1,100.0,73,81,81.7,91,88.21,86.30,15.31,87.28
萧帅,英语,1,男,67,71,75,1,1,1,100.0,97,87,87.3,65,71.69,88.90,4,73.92
唐小红,电子信息工程,3,男,67,78,73,1,1,1,100.0,98,76,85.3,79,80.89,87.90,5.51,81.52
董飞,电子信息工程,3,男,75,69,70,1,0,1,66.67,89,81,77.23,81,79.87,73.57,3.21,79.49
何亮,英语,1,女,83,95,76,1,1,1,100.0,78,85,86.15,60,67.84,89.85,9.61,70.46
邱淑兰,金融学,4,女,68,66,72,1,1,1,100.0,81,77,80.1,99,93.33,84.30,3.06,91.44
成畅,英语,3,女,71,98,87,1,0,1,66.67,90,93,84.68,98,94,79.72,13.58,92.67
陈欣,会计学,2,男,81,94,62,1,1,1,100.0,100,76,87.7,98,94.91,90.10,16.09,93.88
张兰英,会计学,2,女,84,97,63,1,1,1,100.0,70,90,84.4,74,77.12,88.40,17.16,78.16
余凯,电子信息工程,4,女,97,93,100,1,1,1,100.0,76,99,92.75,67,74.72,95.25,3.51,77.30
黄林,电子信息工程,2,男,86,92,70,1,1,1,100.0,99,94,93.05,66,74.11,93.75,11.37,76.82
黄雪梅,计算机科学与技术,4,男,74,71,91,1,1,1,100.0,98,97,92.35,90,90.70,92.85,10.79,90.94
向建华,会计学,3,女,99,61,76,1,1,1,100.0,77,82,83.35,77,78.90,87.45,19.14,79.54
赵慧,英语,1,男,65,76,73,1,1,1,100.0,91,90,86.65,96,93.20,88.55,5.69,92.26
孟莹,计算机科学与技术,3,男,68,80,93,1,1,1,100.0,83,95,88.6,88,88.18,90.80,12.50,88.24
孙柳,计算机科学与技术,3,男,73,60,84,1,1,1,100.0,93,77,84.2,90,88.26,87.20,12.01,87.68
陈桂花,会计学,4,女,62,76,98,1,1,1,100.0,75,92,85.35,81,82.30,88.65,18.15,82.74
周瑜,会计学,3,男,86,89,97,1,1,1,100.0,99,98,96.45,87,89.84,96.75,5.69,90.78
胡彬,英语,3,男,82,84,100,1,1,0,66.67,80,71,77.68,68,70.90,75.92,9.87,71.87
赵艳,电子信息工程,2,女,88,87,91,1,0,0,33.33,100,81,78.52,62,66.96,67.08,2.08,68.61
马建国,电子信息工程,4,男,84,87,85,0,1,1,66.67,88,98,85.43,92,90.03,80.17,1.53,89.37
张建平,会计学,1,女,64,69,72,0,1,1,66.67,84,72,72.83,80,77.85,70.57,4.04,77.13
钟海燕,英语,3,男,74,67,65,1,0,1,66.67,94,73,75.68,100,92.70,72.32,4.73,90.27
陈艳,英语,2,男,99,63,69,0,1,1,66.67,93,88,81.68,60,66.50,76.92,19.29,68.67
李颖,会计学,2,女,71,75,85,1,1,1,100.0,72,74,79.6,81,80.58,85,7.21,80.44
李晨,金融学,3,女,79,61,79,1,0,1,66.67,82,76,74.73,84,81.22,72.27,10.39,80.29
叶岩,电子信息工程,4,女,89,94,70,1,0,1,66.67,79,91,81.13,94,90.14,77.47,12.66,88.85
张勇,电子信息工程,1,男,68,88,73,1,1,1,100.0,92,86,87.4,64,71.02,89.60,10.41,73.36
刘帆,金融学,3,男,61,86,75,1,1,1,100.0,70,76,78.7,91,87.31,84.10,12.53,86.08
林鑫,计算机科学与技术,3,女,91,98,88,1,1,1,100.0,100,83,93.45,65,73.54,95.15,5.13,76.38
杨建军,计算机科学与技术,4,女,60,81,62,1,1,1,100.0,99,92,88.05,96,93.61,88.95,11.59,92.82
吴丽娟,计算机科学与技术,4,女,94,69,99,1,1,1,100.0,100,88,93.2,61,70.66,94.40,16.07,73.88
杨桂英,金融学,2,男,77,60,97,1,1,1,100.0,77,93,85.9,72,76.17,88.90,18.52,77.56
白文,金融学,4,女,81,88,80,1,1,1,100.0,90,71,85.15,71,75.24,89.05,4.36,76.66
欧阳帆,计算机科学与技术,4,男,69,87,91,1,0,1,66.67,88,99,84.78,64,70.23,79.42,11.72,72.31
朱鑫,电子信息工程,3,女,69,76,84,1,1,1,100.0,83,95,87.4,94,92.02,89.60,7.51,91.36
